dataset_id,measure_id,from_year,to_year
46,29,2019,2026
46,30,2019,2026
46,31,2019,2026
46,32,2019,2026
46,33,2019,2026
46,34,2019,2026
46,35,2019,2026
46,36,2019,2026
46,37,2019,2026
46,38,2019,2026
46,39,2019,2026
46,40,2019,2026
46,41,2019,2026
46,42,2019,2026
46,43,2019,2026
46,44,2019,2026
46,45,2019,2026
46,46,2019,2026
46,47,2019,2026
46,48,2019,2026
46,49,2019,2026
46,50,2019,2026
46,51,2019,2026
46,52,2019,2026
46,53,2019,2026
46,54,2019,2026
46,55,2019,2026
46,56,2019,2026
46,57,2019,2026
46,58,2019,2026
46,59,2019,2026
46,60,2019,2026
46,61,2019,2026
46,62,2019,2026
46,63,2019,2026
46,64,2019,2026
46,65,2019,2026
46,66,2019,2026
46,67,2019,2026
46,68,2019,2026
46,69,2019,2026
46,70,2019,2026
46,71,2019,2026
46,72,2019,2026
46,73,2019,2026
46,74,2019,2026
46,75,2019,2026
46,76,2019,2026
46,77,2019,2026
46,78,2019,2026
46,79,2019,2026
46,80,2019,2026
46,81,2019,2026
46,82,2019,2026
46,83,2019,2026
46,84,2019,2026
46,85,2019,2026
46,86,2019,2026
46,87,2019,2026
46,88,2019,2026
46,89,2019,2026
46,90,2019,2026
46,91,2019,2026
46,92,2019,2026
46,93,2019,2026
46,94,2019,2026
46,95,2019,2026
46,96,2019,2026
46,97,2019,2026
46,98,2019,2026
46,99,2019,2026
46,100,2019,2026
46,101,2019,2026
46,102,2019,2026
46,103,2019,2026
46,104,2019,2026
46,105,2019,2026
46,106,2019,2026
46,107,2019,2026
46,108,2019,2026
46,109,2019,2026
46,110,2019,2026
46,111,2019,2026
46,112,2019,2026
46,113,2019,2026
46,114,2019,2026
46,115,2019,2026
46,116,2019,2026
46,117,2019,2026
44,22,2019,2026
44,23,2019,2026
44,24,2019,2026
44,25,2019,2026
44,26,2019,2026
44,27,2019,2026
44,28,2019,2026
44,29,2019,2026
44,30,2019,2026
44,31,2019,2026
44,32,2019,2026
44,33,2019,2026
44,34,2019,2026
44,35,2019,2026
44,36,2019,2026
44,37,2019,2026
44,38,2019,2026
44,39,2019,2026
44,40,2019,2026
44,41,2019,2026
44,42,2019,2026
44,43,2019,2026
44,44,2019,2026
44,45,2019,2026
44,46,2019,2026
44,47,2019,2026
44,48,2019,2026
44,49,2019,2026
44,50,2019,2026
44,51,2019,2026
44,52,2019,2026
44,53,2019,2026
44,54,2019,2026
44,55,2019,2026
44,56,2019,2026
44,57,2019,2026
44,58,2019,2026
44,59,2019,2026
44,60,2019,2026
44,61,2019,2026
44,62,2019,2026
44,63,2019,2026
44,64,2019,2026
44,65,2019,2026
44,66,2019,2026
44,67,2019,2026
44,68,2019,2026
44,69,2019,2026
44,70,2019,2026
44,71,2019,2026
44,72,2019,2026
44,73,2019,2026
44,74,2019,2026
44,75,2019,2026
44,76,2019,2026
44,77,2019,2026
44,78,2019,2026
44,79,2019,2026
44,80,2019,2026
44,81,2019,2026
44,82,2019,2026
44,83,2019,2026
44,84,2019,2026
44,85,2019,2026
44,86,2019,2026
44,87,2019,2026
44,88,2019,2026
44,89,2019,2026
44,90,2019,2026
44,91,2019,2026
44,92,2019,2026
44,93,2019,2026
44,94,2019,2026
44,95,2019,2026
44,96,2019,2026
44,97,2019,2026
44,98,2019,2026
44,99,2019,2026
44,100,2019,2026
44,101,2019,2026
44,102,2019,2026
44,103,2019,2026
44,104,2019,2026
44,105,2019,2026
44,106,2019,2026
44,107,2019,2026
44,108,2019,2026
44,109,2019,2026
44,110,2019,2026
44,111,2019,2026
44,112,2019,2026
44,113,2019,2026
44,114,2019,2026
44,115,2019,2026
44,116,2019,2026
44,117,2019,2026
45,22,2019,2026
45,23,2019,2026
45,24,2019,2026
45,25,2019,2026
45,26,2019,2026
45,27,2019,2026
45,28,2019,2026
45,29,2019,2026
45,30,2019,2026
45,31,2019,2026
45,32,2019,2026
45,33,2019,2026
45,34,2019,2026
45,35,2019,2026
45,36,2019,2026
45,37,2019,2026
45,38,2019,2026
45,39,2019,2026
45,40,2019,2026
45,41,2019,2026
45,42,2019,2026
45,43,2019,2026
45,44,2019,2026
45,45,2019,2026
45,46,2019,2026
45,47,2019,2026
45,48,2019,2026
45,49,2019,2026
45,50,2019,2026
45,51,2019,2026
45,52,2019,2026
45,53,2019,2026
45,54,2019,2026
45,55,2019,2026
45,56,2019,2026
45,57,2019,2026
45,58,2019,2026
45,59,2019,2026
45,60,2019,2026
45,61,2019,2026
45,62,2019,2026
45,63,2019,2026
45,64,2019,2026
45,65,2019,2026
45,66,2019,2026
45,67,2019,2026
45,68,2019,2026
45,69,2019,2026
45,70,2019,2026
45,71,2019,2026
45,72,2019,2026
45,73,2019,2026
45,74,2019,2026
45,75,2019,2026
45,76,2019,2026
45,77,2019,2026
45,78,2019,2026
45,79,2019,2026
45,80,2019,2026
45,81,2019,2026
45,82,2019,2026
45,83,2019,2026
45,84,2019,2026
45,85,2019,2026
45,86,2019,2026
45,87,2019,2026
45,88,2019,2026
45,89,2019,2026
45,90,2019,2026
45,91,2019,2026
45,92,2019,2026
45,93,2019,2026
45,94,2019,2026
45,95,2019,2026
45,96,2019,2026
45,97,2019,2026
45,98,2019,2026
45,99,2019,2026
45,100,2019,2026
45,101,2019,2026
45,102,2019,2026
45,103,2019,2026
45,104,2019,2026
45,105,2019,2026
45,106,2019,2026
45,107,2019,2026
45,108,2019,2026
45,109,2019,2026
45,110,2019,2026
45,111,2019,2026
45,112,2019,2026
45,113,2019,2026
45,114,2019,2026
45,115,2019,2026
45,116,2019,2026
45,117,2019,2026
47,22,2019,2026
47,23,2019,2026
47,24,2019,2026
47,25,2019,2026
47,26,2019,2026
47,27,2019,2026
47,28,2019,2026
47,29,2019,2026
47,30,2019,2026
47,31,2019,2026
47,32,2019,2026
47,33,2019,2026
47,34,2019,2026
47,35,2019,2026
47,36,2019,2026
47,37,2019,2026
47,38,2019,2026
47,39,2019,2026
47,40,2019,2026
47,41,2019,2026
47,42,2019,2026
47,43,2019,2026
47,44,2019,2026
47,45,2019,2026
47,46,2019,2026
47,47,2019,2026
47,48,2019,2026
47,49,2019,2026
47,50,2019,2026
47,51,2019,2026
47,52,2019,2026
47,53,2019,2026
47,54,2019,2026
47,55,2019,2026
47,56,2019,2026
47,57,2019,2026
47,58,2019,2026
47,59,2019,2026
47,60,2019,2026
47,61,2019,2026
47,62,2019,2026
47,63,2019,2026
47,64,2019,2026
47,65,2019,2026
47,66,2019,2026
47,67,2019,2026
47,68,2019,2026
47,69,2019,2026
47,70,2019,2026
47,71,2019,2026
47,72,2019,2026
47,73,2019,2026
47,74,2019,2026
47,75,2019,2026
47,76,2019,2026
47,77,2019,2026
47,78,2019,2026
47,79,2019,2026
47,80,2019,2026
47,81,2019,2026
47,82,2019,2026
47,83,2019,2026
47,84,2019,2026
47,85,2019,2026
47,86,2019,2026
47,87,2019,2026
47,88,2019,2026
47,89,2019,2026
47,90,2019,2026
47,91,2019,2026
47,92,2019,2026
47,93,2019,2026
47,94,2019,2026
47,95,2019,2026
47,96,2019,2026
47,97,2019,2026
47,98,2019,2026
47,99,2019,2026
47,100,2019,2026
47,101,2019,2026
47,102,2019,2026
47,103,2019,2026
47,104,2019,2026
47,105,2019,2026
47,106,2019,2026
47,107,2019,2026
47,108,2019,2026
47,109,2019,2026
47,110,2019,2026
47,111,2019,2026
47,112,2019,2026
47,113,2019,2026
47,114,2019,2026
47,115,2019,2026
47,116,2019,2026
47,117,2019,2026
55,-1,2009,2026
56,-1,2009,2026
48,22,2019,2026
48,23,2019,2026
48,24,2019,2026
48,25,2019,2026
48,26,2019,2026
48,27,2019,2026
48,28,2019,2026
48,29,2019,2026
48,30,2019,2026
48,31,2019,2026
48,32,2019,2026
48,33,2019,2026
48,34,2019,2026
48,35,2019,2026
48,36,2019,2026
48,37,2019,2026
48,38,2019,2026
48,39,2019,2026
48,40,2019,2026
48,41,2019,2026
48,42,2019,2026
48,43,2019,2026
48,44,2019,2026
48,45,2019,2026
48,46,2019,2026
48,47,2019,2026
48,48,2019,2026
48,49,2019,2026
48,50,2019,2026
48,51,2019,2026
48,52,2019,2026
48,53,2019,2026
48,54,2019,2026
48,55,2019,2026
48,56,2019,2026
48,57,2019,2026
48,58,2019,2026
48,59,2019,2026
48,60,2019,2026
48,61,2019,2026
48,62,2019,2026
48,63,2019,2026
48,64,2019,2026
48,65,2019,2026
48,66,2019,2026
48,67,2019,2026
48,68,2019,2026
48,69,2019,2026
48,70,2019,2026
48,71,2019,2026
48,72,2019,2026
48,73,2019,2026
48,74,2019,2026
48,75,2019,2026
48,76,2019,2026
48,77,2019,2026
48,78,2019,2026
48,79,2019,2026
48,80,2019,2026
48,81,2019,2026
48,82,2019,2026
48,83,2019,2026
48,84,2019,2026
48,85,2019,2026
48,86,2019,2026
48,87,2019,2026
48,88,2019,2026
48,89,2019,2026
48,90,2019,2026
48,91,2019,2026
48,92,2019,2026
48,93,2019,2026
48,94,2019,2026
48,95,2019,2026
48,96,2019,2026
48,97,2019,2026
48,98,2019,2026
48,99,2019,2026
48,100,2019,2026
48,101,2019,2026
48,102,2019,2026
48,103,2019,2026
48,104,2019,2026
48,105,2019,2026
48,106,2019,2026
48,107,2019,2026
48,108,2019,2026
48,109,2019,2026
48,110,2019,2026
48,111,2019,2026
48,112,2019,2026
48,113,2019,2026
48,114,2019,2026
48,115,2019,2026
48,116,2019,2026
48,117,2019,2026
53,22,2019,2026
53,23,2019,2026
53,24,2019,2026
53,25,2019,2026
53,26,2019,2026
53,27,2019,2026
53,28,2019,2026
53,29,2019,2026
53,30,2019,2026
53,31,2019,2026
53,32,2019,2026
53,33,2019,2026
53,34,2019,2026
53,35,2019,2026
53,36,2019,2026
53,37,2019,2026
53,38,2019,2026
53,39,2019,2026
53,40,2019,2026
53,41,2019,2026
53,42,2019,2026
53,43,2019,2026
53,44,2019,2026
53,45,2019,2026
53,46,2019,2026
53,47,2019,2026
53,48,2019,2026
53,49,2019,2026
53,50,2019,2026
53,51,2019,2026
53,52,2019,2026
53,53,2019,2026
53,54,2019,2026
53,55,2019,2026
53,56,2019,2026
53,57,2019,2026
53,58,2019,2026
53,59,2019,2026
53,60,2019,2026
53,61,2019,2026
53,62,2019,2026
53,63,2019,2026
53,64,2019,2026
53,65,2019,2026
53,66,2019,2026
53,67,2019,2026
53,68,2019,2026
53,69,2019,2026
53,70,2019,2026
53,71,2019,2026
53,72,2019,2026
53,73,2019,2026
53,74,2019,2026
53,75,2019,2026
53,76,2019,2026
53,77,2019,2026
53,78,2019,2026
53,79,2019,2026
53,80,2019,2026
53,81,2019,2026
53,82,2019,2026
53,83,2019,2026
53,84,2019,2026
53,85,2019,2026
53,86,2019,2026
53,87,2019,2026
53,88,2019,2026
53,89,2019,2026
53,90,2019,2026
53,91,2019,2026
53,92,2019,2026
53,93,2019,2026
53,94,2019,2026
53,95,2019,2026
53,96,2019,2026
53,97,2019,2026
53,98,2019,2026
53,99,2019,2026
53,100,2019,2026
53,101,2019,2026
53,102,2019,2026
53,103,2019,2026
53,104,2019,2026
53,105,2019,2026
53,106,2019,2026
53,107,2019,2026
53,108,2019,2026
53,109,2019,2026
53,110,2019,2026
53,111,2019,2026
53,112,2019,2026
53,113,2019,2026
53,114,2019,2026
53,115,2019,2026
53,116,2019,2026
53,117,2019,2026
52,22,2019,2026
52,23,2019,2026
52,24,2019,2026
52,25,2019,2026
52,26,2019,2026
52,27,2019,2026
52,28,2019,2026
52,29,2019,2026
52,30,2019,2026
52,31,2019,2026
52,32,2019,2026
52,33,2019,2026
52,34,2019,2026
52,35,2019,2026
52,36,2019,2026
52,37,2019,2026
52,38,2019,2026
52,39,2019,2026
52,40,2019,2026
52,41,2019,2026
52,42,2019,2026
52,43,2019,2026
52,44,2019,2026
52,45,2019,2026
52,46,2019,2026
52,47,2019,2026
52,48,2019,2026
52,49,2019,2026
52,50,2019,2026
52,51,2019,2026
52,52,2019,2026
52,53,2019,2026
52,54,2019,2026
52,55,2019,2026
52,56,2019,2026
52,57,2019,2026
52,58,2019,2026
52,59,2019,2026
52,60,2019,2026
52,61,2019,2026
52,62,2019,2026
52,63,2019,2026
52,64,2019,2026
52,65,2019,2026
52,66,2019,2026
52,67,2019,2026
52,68,2019,2026
52,69,2019,2026
52,70,2019,2026
52,71,2019,2026
52,72,2019,2026
52,73,2019,2026
52,74,2019,2026
52,75,2019,2026
52,76,2019,2026
52,77,2019,2026
52,78,2019,2026
52,79,2019,2026
52,80,2019,2026
52,81,2019,2026
52,82,2019,2026
52,83,2019,2026
52,84,2019,2026
52,85,2019,2026
52,86,2019,2026
52,87,2019,2026
52,88,2019,2026
52,89,2019,2026
52,90,2019,2026
52,91,2019,2026
52,92,2019,2026
52,93,2019,2026
52,94,2019,2026
52,95,2019,2026
52,96,2019,2026
52,97,2019,2026
52,98,2019,2026
52,99,2019,2026
52,100,2019,2026
52,101,2019,2026
52,102,2019,2026
52,103,2019,2026
52,104,2019,2026
52,105,2019,2026
52,106,2019,2026
52,107,2019,2026
52,108,2019,2026
52,109,2019,2026
52,110,2019,2026
52,111,2019,2026
52,112,2019,2026
52,113,2019,2026
52,114,2019,2026
52,115,2019,2026
52,116,2019,2026
52,117,2019,2026
54,22,2019,2026
54,23,2019,2026
54,24,2019,2026
54,25,2019,2026
54,26,2019,2026
54,27,2019,2026
54,28,2019,2026
54,29,2019,2026
54,30,2019,2026
54,31,2019,2026
54,32,2019,2026
54,33,2019,2026
54,34,2019,2026
54,35,2019,2026
54,36,2019,2026
54,37,2019,2026
54,38,2019,2026
54,39,2019,2026
54,40,2019,2026
54,41,2019,2026
54,42,2019,2026
54,43,2019,2026
54,44,2019,2026
54,45,2019,2026
54,46,2019,2026
54,47,2019,2026
54,48,2019,2026
54,49,2019,2026
54,50,2019,2026
54,51,2019,2026
54,52,2019,2026
54,53,2019,2026
54,54,2019,2026
54,55,2019,2026
54,56,2019,2026
54,57,2019,2026
54,58,2019,2026
54,59,2019,2026
54,60,2019,2026
54,61,2019,2026
54,62,2019,2026
54,63,2019,2026
54,64,2019,2026
54,65,2019,2026
54,66,2019,2026
54,67,2019,2026
54,68,2019,2026
54,69,2019,2026
54,70,2019,2026
54,71,2019,2026
54,72,2019,2026
54,73,2019,2026
54,74,2019,2026
54,75,2019,2026
54,76,2019,2026
54,77,2019,2026
54,78,2019,2026
54,79,2019,2026
54,80,2019,2026
54,81,2019,2026
54,82,2019,2026
54,83,2019,2026
54,84,2019,2026
54,85,2019,2026
54,86,2019,2026
54,87,2019,2026
54,88,2019,2026
54,89,2019,2026
54,90,2019,2026
54,91,2019,2026
54,92,2019,2026
54,93,2019,2026
54,94,2019,2026
54,95,2019,2026
54,96,2019,2026
54,97,2019,2026
54,98,2019,2026
54,99,2019,2026
54,100,2019,2026
54,101,2019,2026
54,102,2019,2026
54,103,2019,2026
54,104,2019,2026
54,105,2019,2026
54,106,2019,2026
54,107,2019,2026
54,108,2019,2026
54,109,2019,2026
54,110,2019,2026
54,111,2019,2026
54,112,2019,2026
54,113,2019,2026
54,114,2019,2026
54,115,2019,2026
54,116,2019,2026
54,117,2019,2026
42,22,2019,2026
42,23,2019,2026
42,24,2019,2026
42,25,2019,2026
42,26,2019,2026
42,27,2019,2026
42,28,2019,2026
42,29,2019,2026
42,30,2019,2026
42,31,2019,2026
42,32,2019,2026
42,33,2019,2026
42,34,2019,2026
42,35,2019,2026
42,36,2019,2026
42,37,2019,2026
42,38,2019,2026
42,39,2019,2026
42,40,2019,2026
42,41,2019,2026
42,42,2019,2026
42,43,2019,2026
42,44,2019,2026
42,45,2019,2026
42,46,2019,2026
42,47,2019,2026
42,48,2019,2026
42,49,2019,2026
42,50,2019,2026
42,51,2019,2026
42,52,2019,2026
42,53,2019,2026
42,54,2019,2026
42,55,2019,2026
42,56,2019,2026
42,57,2019,2026
42,58,2019,2026
42,59,2019,2026
42,60,2019,2026
42,61,2019,2026
42,62,2019,2026
42,63,2019,2026
42,64,2019,2026
42,65,2019,2026
42,66,2019,2026
42,67,2019,2026
42,68,2019,2026
42,69,2019,2026
42,70,2019,2026
42,71,2019,2026
42,72,2019,2026
42,73,2019,2026
42,74,2019,2026
42,75,2019,2026
42,76,2019,2026
42,77,2019,2026
42,78,2019,2026
42,79,2019,2026
42,80,2019,2026
42,81,2019,2026
42,82,2019,2026
42,83,2019,2026
42,84,2019,2026
42,85,2019,2026
42,86,2019,2026
42,87,2019,2026
42,88,2019,2026
42,89,2019,2026
42,90,2019,2026
42,91,2019,2026
42,92,2019,2026
42,93,2019,2026
42,94,2019,2026
42,95,2019,2026
42,96,2019,2026
42,97,2019,2026
42,98,2019,2026
42,99,2019,2026
42,100,2019,2026
42,101,2019,2026
42,102,2019,2026
42,103,2019,2026
42,104,2019,2026
42,105,2019,2026
42,106,2019,2026
42,107,2019,2026
42,108,2019,2026
42,109,2019,2026
42,110,2019,2026
42,111,2019,2026
42,112,2019,2026
42,113,2019,2026
42,114,2019,2026
42,115,2019,2026
42,116,2019,2026
42,117,2019,2026
41,22,2019,2026
41,23,2019,2026
41,24,2019,2026
41,25,2019,2026
41,26,2019,2026
41,27,2019,2026
41,28,2019,2026
41,29,2019,2026
41,30,2019,2026
41,31,2019,2026
41,32,2019,2026
41,33,2019,2026
41,34,2019,2026
41,35,2019,2026
41,36,2019,2026
41,37,2019,2026
41,38,2019,2026
41,39,2019,2026
41,40,2019,2026
41,41,2019,2026
41,42,2019,2026
41,43,2019,2026
41,44,2019,2026
41,45,2019,2026
41,46,2019,2026
41,47,2019,2026
41,48,2019,2026
41,49,2019,2026
41,50,2019,2026
41,51,2019,2026
41,52,2019,2026
41,53,2019,2026
41,54,2019,2026
41,55,2019,2026
41,56,2019,2026
41,57,2019,2026
41,58,2019,2026
41,59,2019,2026
41,60,2019,2026
41,61,2019,2026
41,62,2019,2026
41,63,2019,2026
41,64,2019,2026
41,65,2019,2026
41,66,2019,2026
41,67,2019,2026
41,68,2019,2026
41,69,2019,2026
41,70,2019,2026
41,71,2019,2026
41,72,2019,2026
41,73,2019,2026
41,74,2019,2026
41,75,2019,2026
41,76,2019,2026
41,77,2019,2026
41,78,2019,2026
41,79,2019,2026
41,80,2019,2026
41,81,2019,2026
41,82,2019,2026
41,83,2019,2026
41,84,2019,2026
41,85,2019,2026
41,86,2019,2026
41,87,2019,2026
41,88,2019,2026
41,89,2019,2026
41,90,2019,2026
41,91,2019,2026
41,92,2019,2026
41,93,2019,2026
41,94,2019,2026
41,95,2019,2026
41,96,2019,2026
41,97,2019,2026
41,98,2019,2026
41,99,2019,2026
41,100,2019,2026
41,101,2019,2026
41,102,2019,2026
41,103,2019,2026
41,104,2019,2026
41,105,2019,2026
41,106,2019,2026
41,107,2019,2026
41,108,2019,2026
41,109,2019,2026
41,110,2019,2026
41,111,2019,2026
41,112,2019,2026
41,113,2019,2026
41,114,2019,2026
41,115,2019,2026
41,116,2019,2026
41,117,2019,2026
43,22,2019,2026
43,23,2019,2026
43,24,2019,2026
43,25,2019,2026
43,26,2019,2026
43,27,2019,2026
43,28,2019,2026
43,29,2019,2026
43,30,2019,2026
43,31,2019,2026
43,32,2019,2026
43,33,2019,2026
43,34,2019,2026
43,35,2019,2026
43,36,2019,2026
43,37,2019,2026
43,38,2019,2026
43,39,2019,2026
43,40,2019,2026
43,41,2019,2026
43,42,2019,2026
43,43,2019,2026
43,44,2019,2026
43,45,2019,2026
43,46,2019,2026
43,47,2019,2026
43,48,2019,2026
43,49,2019,2026
43,50,2019,2026
43,51,2019,2026
43,52,2019,2026
43,53,2019,2026
43,54,2019,2026
43,55,2019,2026
43,56,2019,2026
43,57,2019,2026
43,58,2019,2026
43,59,2019,2026
43,60,2019,2026
43,61,2019,2026
43,62,2019,2026
43,63,2019,2026
43,64,2019,2026
43,65,2019,2026
43,66,2019,2026
43,67,2019,2026
43,68,2019,2026
43,69,2019,2026
43,70,2019,2026
43,71,2019,2026
43,72,2019,2026
43,73,2019,2026
43,74,2019,2026
43,75,2019,2026
43,76,2019,2026
43,77,2019,2026
43,78,2019,2026
43,79,2019,2026
43,80,2019,2026
43,81,2019,2026
43,82,2019,2026
43,83,2019,2026
43,84,2019,2026
43,85,2019,2026
43,86,2019,2026
43,87,2019,2026
43,88,2019,2026
43,89,2019,2026
43,90,2019,2026
43,91,2019,2026
43,92,2019,2026
43,93,2019,2026
43,94,2019,2026
43,95,2019,2026
43,96,2019,2026
43,97,2019,2026
43,98,2019,2026
43,99,2019,2026
43,100,2019,2026
43,101,2019,2026
43,102,2019,2026
43,103,2019,2026
43,104,2019,2026
43,105,2019,2026
43,106,2019,2026
43,107,2019,2026
43,108,2019,2026
43,109,2019,2026
43,110,2019,2026
43,111,2019,2026
43,112,2019,2026
43,113,2019,2026
43,114,2019,2026
43,115,2019,2026
43,116,2019,2026
43,117,2019,2026
50,22,2019,2026
50,23,2019,2026
50,24,2019,2026
50,25,2019,2026
50,26,2019,2026
50,27,2019,2026
50,28,2019,2026
50,29,2019,2026
50,30,2019,2026
50,31,2019,2026
50,32,2019,2026
50,33,2019,2026
50,34,2019,2026
50,35,2019,2026
50,36,2019,2026
50,37,2019,2026
50,38,2019,2026
50,39,2019,2026
50,40,2019,2026
50,41,2019,2026
50,42,2019,2026
50,43,2019,2026
50,44,2019,2026
50,45,2019,2026
50,46,2019,2026
50,47,2019,2026
50,48,2019,2026
50,49,2019,2026
50,50,2019,2026
50,51,2019,2026
50,52,2019,2026
50,53,2019,2026
50,54,2019,2026
50,55,2019,2026
50,56,2019,2026
50,57,2019,2026
50,58,2019,2026
50,59,2019,2026
50,60,2019,2026
50,61,2019,2026
50,62,2019,2026
50,63,2019,2026
50,64,2019,2026
50,65,2019,2026
50,66,2019,2026
50,67,2019,2026
50,68,2019,2026
50,69,2019,2026
50,70,2019,2026
50,71,2019,2026
50,72,2019,2026
50,73,2019,2026
50,74,2019,2026
50,75,2019,2026
50,76,2019,2026
50,77,2019,2026
50,78,2019,2026
50,79,2019,2026
50,80,2019,2026
50,81,2019,2026
50,82,2019,2026
50,83,2019,2026
50,84,2019,2026
50,85,2019,2026
50,86,2019,2026
50,87,2019,2026
50,88,2019,2026
50,89,2019,2026
50,90,2019,2026
50,91,2019,2026
50,92,2019,2026
50,93,2019,2026
50,94,2019,2026
50,95,2019,2026
50,96,2019,2026
50,97,2019,2026
50,98,2019,2026
50,99,2019,2026
50,100,2019,2026
50,101,2019,2026
50,102,2019,2026
50,103,2019,2026
50,104,2019,2026
50,105,2019,2026
50,106,2019,2026
50,107,2019,2026
50,108,2019,2026
50,109,2019,2026
50,110,2019,2026
50,111,2019,2026
50,112,2019,2026
50,113,2019,2026
50,114,2019,2026
50,115,2019,2026
50,116,2019,2026
50,117,2019,2026
49,22,2019,2026
49,23,2019,2026
49,24,2019,2026
49,25,2019,2026
49,26,2019,2026
49,27,2019,2026
49,28,2019,2026
49,29,2019,2026
49,30,2019,2026
49,31,2019,2026
49,32,2019,2026
49,33,2019,2026
49,34,2019,2026
49,35,2019,2026
49,36,2019,2026
49,37,2019,2026
49,38,2019,2026
49,39,2019,2026
49,40,2019,2026
49,41,2019,2026
49,42,2019,2026
49,43,2019,2026
49,44,2019,2026
49,45,2019,2026
49,46,2019,2026
49,47,2019,2026
49,48,2019,2026
49,49,2019,2026
49,50,2019,2026
49,51,2019,2026
49,52,2019,2026
49,53,2019,2026
49,54,2019,2026
49,55,2019,2026
49,56,2019,2026
49,57,2019,2026
49,58,2019,2026
49,59,2019,2026
49,60,2019,2026
49,61,2019,2026
49,62,2019,2026
49,63,2019,2026
49,64,2019,2026
49,65,2019,2026
49,66,2019,2026
49,67,2019,2026
49,68,2019,2026
49,69,2019,2026
